chunk_id,document,page_number,text,processed_text
pg_p12_14,pg,12,"CHAPTER 2: Salient Academic Regulations: Postgraduate Programmes 1. Scheme/Duration of Studies. The requirements of a minimum number of credit hours and duration for completing the Postgraduate Programmes are as under: Programme Credit Hours Duration (Minimum) Minimum Maximum (On Campus) a. Master of Science (MS) 30 1½ Years 4 Years b. Doctor of Philosophy (Ph.D.) 48 3 Years 8 Years For MS qualified c. Details of MS and Ph.D. Programmes offered at NUST are attached as Annex A. d. A minimum of three regular semesters are to be studied (exclusive summer semester) for the award of a Master degree. 2. Tests, Examinations, and Grading Policy. The following may be scheduled during a semester of studies for grading: a. Minor Test (Quiz). Several quiz tests are conducted frequently in each course at irregular intervals, (depending on course credit hours) throughout the semester, with/without informing the student. b. Major Tests (1) Mid Semester Examination/One Hour Test (OHT).A 2-3hours test conducted at mid-semester or a number of one-hour tests conducted (normally one per credit hour) in each course at regular intervals with due notice of at least two days. (2) End Semester Examination (ESE). The last comprehensive examination (two to three hours duration) is",chapter salient academic regulation postgraduate programme schemeduration study requirement minimum number credit hour duration completing postgraduate programme programme credit hour duration minimum minimum maximum campus master science m year year b doctor philosophy phd year year m qualified c detail m phd programme offered nust attached annex minimum three regular semester studied exclusive summer semester award master degree test examination grading policy following may scheduled semester study grading minor test quiz several quiz test conducted frequently course irregular interval depending course credit hour throughout semester withwithout informing student b major test mid semester examinationone hour test ohta test conducted midsemester number onehour test conducted normally one per credit hour course regular interval due notice least two day end semester examination ese last comprehensive examination two three hour duration
pg_p12_15,pg,12,given in each course on its completion. c. Class Assignment. A class assignment is a task relevant to a course of study assigned by concerned faculty to substantiate the course contents. The assignment may or may not be graded. d. Practical/Lab Test. These tests include all such examinations/evaluations to ascertain the level of competency of the practical application of knowledge acquired. NUST Postgraduate Student Handbook 9,given course completion c class assignment class assignment task relevant course study assigned concerned faculty substantiate course content assignment may may graded practicallab test test include examinationsevaluations ascertain level competency practical application knowledge acquired nust postgraduate student handbook
pg_p13_16,pg,13,"e. Project. Project is research work aimed at testing the ability of a student to translate the theoretical knowledge acquired during a course of study into practical use at the Bachelors/Masters level. f. Thesis. A thesis is a report comprising the original research work of a student that counts toward the partial fulfilment of the student’s Master/Ph.D. degree. 3. All End Semester Examinations of the University are managed by constituent institutions on dates and according to the schedule prepared by the respective institution, unless otherwise approved by the Rector, and duly forwarded to Main Office NUST. 4. Thesis. A thesis is examined and evaluated by a Graduate Evaluation Committee (GEC) constituted for this purpose. 5. Question Papers. All question papers are set by the respective faculty and duly scrutinized, approved, and conducted in accordance with the university policy. As per the spirit of the semester system, there is no choice in attempting the questions (unless specified otherwise). It is ensured that the Question Papers are balanced with respect to the examination policy and have been prepared to cover the essentials of the whole syllabus completed by the faculty. 6. Use of Reference Material during Tests/Examinations. Prior to class tests and",e project project research work aimed testing ability student translate theoretical knowledge acquired course study practical use bachelorsmasters level f thesis thesis report comprising original research work student count toward partial fulfilment student masterphd degree end semester examination university managed constituent institution date according schedule prepared respective institution unless otherwise approved rector duly forwarded main office nust thesis thesis examined evaluated graduate evaluation committee gec constituted purpose question paper question paper set respective faculty duly scrutinized approved conducted accordance university policy per spirit semester system choice attempting question unless specified otherwise ensured question paper balanced respect examination policy prepared cover essential whole syllabus completed faculty use reference material testsexaminations prior class test
pg_p13_17,pg,13,"Mid/End Semester Examinations, the concerned faculty/invigilator may announce such books, notes, or other material which can be referred to by the student during the test/examination. Students will not be in possession of any other books, notes, papers, material, etc. 7. Examination Schedule. The Deputy Controller of Examination of the respective institution publishes the examination schedule at least two weeks before the commencement of the End Semester Examination and forward a copy of the schedule to Main Office NUST (Examination Branch) for information and record. Any subsequent changes only are made after approval from Main Office NUST. 8. Academic Calendar. Academic Directorate prepares the Academic Calendar of the University based on the details provided by the institutions and other directorates of Main Office NUST at least two months before the commencement of the academic year, i.e., Fall Semester. 9. Conduct of End Semester Examination. HoDs approve the detailing of officers/faculty as superintendent/deputy superintendent for the conduct of End Semester Examination. These officers/faculty ensure the following: a. Students are seated in the examination room according to the seating plan prepared by the Examination Branch. NUST Postgraduate Student Handbook 10",midend semester examination concerned facultyinvigilator may announce book note material referred student testexamination student possession book note paper material etc examination schedule deputy controller examination respective institution publishes examination schedule least two week commencement end semester examination forward copy schedule main office nust examination branch information record subsequent change made approval main office nust academic calendar academic directorate prepares academic calendar university based detail provided institution directorate main office nust least two month commencement academic year ie fall semester conduct end semester examination hod approve detailing officersfaculty superintendentdeputy superintendent conduct end semester examination officersfaculty ensure following student seated examination room according seating plan prepared examination branch nust postgraduate student handbook
pg_p14_18,pg,14,"b. Answer books used in the examination are initialled by them. No other answer books are to be used. c. Answer books are issued to the invigilators fifteen minutes before the commencement of the examination and retrieved at the end of the examination. d. The absentee report, if any, is prepared and forwarded to the Examination Branch at the end of each examination. 10. Invigilation Duties. Invigilators are detailed by the Deputy Controller of Examinations of the institution after approval of the Dean. They report to the superintendent/deputy superintendent thirty minutes before the commencement of examination and ensure: a. students are seated according to their seating plan; b. students are warned against the use of unfair means and have been advised to surrender notes, papers, cell phones, iPads, etc., or other unauthorized material before the commencement of the examination; c. no student is allowed to join the examination thirty minutes after its commencement; d. no student is allowed to leave the examination room within one hour of commencement of the examination. The visits to washrooms must be carefully controlled; e. the question papers and answer books of a student detected using unfair means or assisting another candidate, are taken away",b answer book used examination initialled answer book used c answer book issued invigilator fifteen minute commencement examination retrieved end examination absentee report prepared forwarded examination branch end examination invigilation duty invigilator detailed deputy controller examination institution approval dean report superintendentdeputy superintendent thirty minute commencement examination ensure student seated according seating plan b student warned use unfair mean advised surrender note paper cell phone ipads etc unauthorized material commencement examination c student allowed join examination thirty minute commencement student allowed leave examination room within one hour commencement examination visit washroom must carefully controlled e question paper answer book student detected using unfair mean assisting another candidate taken away
pg_p14_19,pg,14,"and the matter is reported to the superintendent/deputy superintendent of examination. The superintendent records all available evidence to be used as written proof later on; f. students write their examination code number on the front cover of each additional answer book used. If more than one answer book is used, they are stapled together. All unused answer books are handed over to the superintendent/deputy superintendent after the examination. 11. Invigilators' Responsibility. The invigilators distribute the question papers to the students according to the schedule published by the Examination Branch of the respective institution. The invigilators collect answer books from the students and hand them over to the superintendent/deputy superintendent after the examination. The subject faculty remain available near the examination of their subject to clarify queries, if any. 12. Students' Responsibility. Students have to report half an hour before the time fixed for the examination on the first day and ten minutes on subsequent days. No books, notes, or documents are to be taken in the examination room except those authorized by the examiner. NUST Postgraduate Student Handbook 11",matter reported superintendentdeputy superintendent examination superintendent record available evidence used written proof later f student write examination code number front cover additional answer book used one answer book used stapled together unused answer book handed superintendentdeputy superintendent examination invigilator responsibility invigilator distribute question paper student according schedule published examination branch respective institution invigilator collect answer book student hand superintendentdeputy superintendent examination subject faculty remain available near examination subject clarify query student responsibility student report half hour time fixed examination first day ten minute subsequent day book note document taken examination room except authorized examiner nust postgraduate student handbook
pg_p15_20,pg,15,"13. Unfair Means. Any student found using unfair means or assisting another student during a test/examination will be liable to disciplinary action. A student found guilty of such an act by the Institute Discipline Committee, shall be dealt with in the light of policy in vogue. The unfair means include but are not limited to the following: a. An attempt to have access to the question paper before the test/ examination. b. Use/possession of unauthorized reference material during test/examination. c. Any form of communication by the student with anyone in or outside the examination room while the test/examination is in progress. d. Unauthorized entry into faculty's office or that of staff with the intention of accessing to or tampering with the official record/exam papers, etc. e. Possession of cell phone, smartphone, smart watch, or any other smart gadget/electronic device that may assist in the examination. 14. The performance of each student in a course of study will be graded as follows: Letter Grade Grade Points A 4.00 B+ 3.5 B 3.00 C+ 2.5 C 2.00 F 0.00 I Incomplete W Dropped Q Qualified T Transfer 0.00 (F Grade due to shortage of XF attendance) Note: Q Grade i.e., Qualified is",unfair mean student found using unfair mean assisting another student testexamination liable disciplinary action student found guilty act institute discipline committee shall dealt light policy vogue unfair mean include limited following attempt access question paper test examination b usepossession unauthorized reference material testexamination c form communication student anyone outside examination room testexamination progress unauthorized entry faculty office staff intention accessing tampering official recordexam paper etc e possession cell phone smartphone smart watch smart gadgetelectronic device may assist examination performance student course study graded follows letter grade grade point b b c c f incomplete w dropped q qualified transfer f grade due shortage xf attendance note q grade ie qualified
pg_p15_21,pg,15,"applicable to the specified course(s) as per NUST Policy. 15. Grade Point Average (GPA) will be worked out by awarding relative grading on a scale of 1.00 to 4.00 points. 16. To successfully complete the degree requirement, a student must obtain a minimum CGPA of 3.00 for a Master and 3.50 for a Ph.D. degree. 17. Award of Grades a. Award of Grade F. In addition to the F grade awarded based on academic failure, a student is not allowed to appear in the final examination of a subject in which student’s attendance is less than 75%, thus shall be awarded XF NUST Postgraduate Student Handbook 12",applicable specified course per nust policy grade point average gpa worked awarding relative grading scale point successfully complete degree requirement student must obtain minimum cgpa master phd degree award grade award grade f addition f grade awarded based academic failure student allowed appear final examination subject student attendance less thus shall awarded xf nust postgraduate student handbook
pg_p16_22,pg,16,"grade in that subject. The XF grade so obtained will only be cleared by repetition of the course whenever offered. b. Award of Grade I. A student, who, because of illness or other acceptable reasons approved by the DBS/FBS, fails to complete the required work in any course or misses any examination/test defined as under, provided student’s overall attendance is not less than 75%, will be given I as a grade. When a student, receiving such a grade, makes up the unfinished portion of that course, a student will be given a grade at the discretion of the faculty without prejudice to the previous grade I. If a student fails to make up the coursework, he will be awarded an F grade. However, in highly extraordinary cases further, the extension may be approved by Registrar Dte (MS Section), Main Office on the recommendation of the FBS. (1) Mid Semester Examination/OHT. Whenever a student misses the Mid Semester Examination/OHT due to reasons acceptable to the DBS, a make-up test will be arranged within the period to be decided by the DBS but not later than four weeks from the original date of the missed Mid Semester Exam/OHT. (2) End Semester Examination.",grade subject xf grade obtained cleared repetition course whenever offered b award grade student illness acceptable reason approved dbsfbs fails complete required work course miss examinationtest defined provided student overall attendance less given grade student receiving grade make unfinished portion course student given grade discretion faculty without prejudice previous grade student fails make coursework awarded f grade however highly extraordinary case extension may approved registrar dte m section main office recommendation fbs mid semester examinationoht whenever student miss mid semester examinationoht due reason acceptable db makeup test arranged within period decided db later four week original date missed mid semester examoht end semester examination
pg_p16_23,pg,16,"Whenever a student misses the End Semester Examination due to reasons acceptable to the FBS, a make- up examination will be arranged within the first six weeks after the beginning of the subsequent semester. In highly exceptional cases, approval for any further extension beyond six weeks period is to be obtained from Registrar Dte, Main office on the recommendation of FBS. c. Award of Grade W. Grade W will be awarded on dropping of a course. 18. Adding/Dropping of Course(s) a. Adding / Dropping of course(s) shall be allowed within the first two weeks of start of a regular semester and 1st week of a summer semester. It shall be ensured that minimum number of credit hours is not less than 12 for Bachelors, 6 for Masters and 3 for PhD programs and maximum number of credit hours does not exceed 21 for Bachelors and 12 for Masters / PhD programs. b. A student is allowed to drop a registered course latest by the 8th week of a regular semester and 5th week of a summer semester with the recommendation of the HoD and approval of the Dean / Associate Dean. Letter grade W will appear in the transcript against",whenever student miss end semester examination due reason acceptable fbs make examination arranged within first six week beginning subsequent semester highly exceptional case approval extension beyond six week period obtained registrar dte main office recommendation fbs c award grade w grade w awarded dropping course addingdropping course adding dropping course shall allowed within first two week start regular semester week summer semester shall ensured minimum number credit hour less bachelor master phd program maximum number credit hour exceed bachelor master phd program b student allowed drop registered course latest week regular semester week summer semester recommendation hod approval dean associate dean letter grade w appear transcript
pg_p16_24,pg,16,"the specific course and will not be considered for computation of GPA. c. Students with W on the transcript will not be considered for any academic honour/award. d. A Masters student is allowed to get one W in a semester, provided that registered credit hours do not fall below 6 credit hours in a regular semester. NUST Postgraduate Student Handbook 13",specific course considered computation gpa c student w transcript considered academic honouraward master student allowed get one w semester provided registered credit hour fall credit hour regular semester nust postgraduate student handbook
pg_p17_25,pg,17,"The students are not allowed to accumulate more than two Ws at a particular time during their studies. e. Offering and Registration of Courses. Each institution shall finalize additional courses to be offered in a particular semester well before its start but not later than the last week of the previous semester, keeping in view the resources available. f. Courses at other institutions of NUST. Master students of NUST are allowed to undertake courses at other institutes of NUST while remaining in their maximum 2 courses limit allowed to take at other NUST institutions. It is the responsibility of the student to ensure, that the application is submitted to his institution well in time (i.e., four weeks before the start of the semester/ programme) for case processing with the host institution. Students must have cleared previous dues and submitted the prescribed fee for taking the course. 19. Final Grade. The grade earned by a student in home assignments, quizzes, laboratory work, mid-semester/OHTs, End Semester Examination, etc., shall be formalized into the final result by the concerned faculty. It must be ensured by the faculty that all examination answer sheets including End Semester Examination are shown to the respective students before",student allowed accumulate two w particular time study e offering registration course institution shall finalize additional course offered particular semester well start later last week previous semester keeping view resource available f course institution nust master student nust allowed undertake course institute nust remaining maximum course limit allowed take nust institution responsibility student ensure application submitted institution well time ie four week start semester programme case processing host institution student must cleared previous due submitted prescribed fee taking course final grade grade earned student home assignment quiz laboratory work midsemesterohts end semester examination etc shall formalized final result concerned faculty must ensured faculty examination answer sheet including end semester examination shown respective student
pg_p17_26,pg,17,"the finalization of the results. The faculty will prepare the final results of the students on Qalam and submit them to the DBS. The grade sheets of each course duly approved by the DBS shall be sent to the Deputy Controller of Examination on Qalam. 20. Computation and Approval of Results. After the results are received from each Department, the Examination Branch of the institution shall compile the final results of each class. The final results shall show the grades obtained in each course of the semester, the Semester GPA, and the CGPA of each student. The result sheets shall also indicate the tentative disposal (probation, warning, suspension, withdrawal) of students failing to achieve the required standard. The institution shall hold the FBS meeting within two weeks of the conclusion of the End Semester Examinations and approve the result. The result shall be formally announced by the Examination Branch of the concerned institute after it is approved by the FBS. Result approved by FBS meeting shall be considered as Provisional Result and shall not be admissible in any court of law. Similarly, the provisional result prepared by the institutes in violation of NUST Regulations / Policies shall be considered null",finalization result faculty prepare final result student qalam submit db grade sheet course duly approved db shall sent deputy controller examination qalam computation approval result result received department examination branch institution shall compile final result class final result shall show grade obtained course semester semester gpa cgpa student result sheet shall also indicate tentative disposal probation warning suspension withdrawal student failing achieve required standard institution shall hold fbs meeting within two week conclusion end semester examination approve result result shall formally announced examination branch concerned institute approved fbs result approved fbs meeting shall considered provisional result shall admissible court law similarly provisional result prepared institute violation nust regulation policy shall considered null
pg_p17_27,pg,17,"and void and shall not be admissible in any court of law. 21. Record of Results. The final result shall be recorded on the provisional semester transcript of each student. The Examination Branch of the respective institution shall prepare two copies of individual student semester transcripts. The original copy shall be sent to the sponsoring authority (where applicable). The second copy shall be retained in the student's permanent file at the institution. The complete semester result of each course shall be sent to Examinations Branch, Main Office NUST for scrutiny and formal notification. Result notified by Examinations Branch; Main Office shall be considered as Approved Final Result. NUST Postgraduate Student Handbook 14",void shall admissible court law record result final result shall recorded provisional semester transcript student examination branch respective institution shall prepare two copy individual student semester transcript original copy shall sent sponsoring authority applicable second copy shall retained student permanent file institution complete semester result course shall sent examination branch main office nust scrutiny formal notification result notified examination branch main office shall considered approved final result nust postgraduate student handbook
pg_p18_28,pg,18,"22. Re-assessment/Re-checking of Papers. Re-assessment/re-checking of papers means a re-evaluation of answer(s) already checked/evaluated by the examiners. Answer books of a student, in any exam, will not be reassessed under any circumstances. The rechecking procedure will be carried out according to instructions mentioned in Annex B. 23. Issuance of Academic Transcript/Detailed Marks Sheet. A student desirous of obtaining Academic Transcript/Detailed Marks Sheet may apply to Controller of Examinations NUST through their own institution along with the prescribed fee, as per the policy issued on the subject. 24. Issuance of MS Degree before Convocation. A student desirous of obtaining an MS degree before convocation may apply to NUST Main Office (Registrar Dte) through their own institution or directly with the prescribed fee. MS degree can be collected through any person by providing an authority letter of the student. 25. Issuance of Certificates. Different types of certificates may be obtained from Main Office (Registrar Dte for MS Students and Acad Dte for PhD Students) after payment of the prescribed fee. The form may be downloaded from the NUST website link. 26. Certificate of High Achiever. A certificate of High Achiever is awarded to MS Research based students only, who have secured CGPA",reassessmentrechecking paper reassessmentrechecking paper mean reevaluation answer already checkedevaluated examiner answer book student exam reassessed circumstance rechecking procedure carried according instruction mentioned annex b issuance academic transcriptdetailed mark sheet student desirous obtaining academic transcriptdetailed mark sheet may apply controller examination nust institution along prescribed fee per policy issued subject issuance m degree convocation student desirous obtaining m degree convocation may apply nust main office registrar dte institution directly prescribed fee m degree collected person providing authority letter student issuance certificate different type certificate may obtained main office registrar dte m student acad dte phd student payment prescribed fee form may downloaded nust website link certificate high achiever certificate high achiever awarded m research based student secured cgpa
pg_p18_29,pg,18,"4.0, as recognition to their efforts. NUST Postgraduate Student Handbook 15",recognition effort nust postgraduate student handbook
pg_p19_30,pg,19,"CHAPTER 3: Award of Master Degrees and Academic Standards for Master Students (Less Business & Social Sciences) 1. Award of Master Degree. On recommendations of the FBS of the constituent institution, the University will award Master degree to the students who satisfy the following conditions: a. Have completed prescribed credit hours as per approval of NUST Academic Council for each programme. b. Have achieved a minimum CGPA of 3.0 in coursework with a minimum of a B grade in the thesis (6 credit hours). c. Have completed prescribed credit hours (30 CHs) in course work-based programmes with a minimum CGPA of 3.0. d. Scheme of Studies (MS) (1) Fall and Spring Semesters will be regular semesters (2) Students will enrol for a minimum of 6 (six) and a maximum of 12 (twelve) credits in Fall and Spring Semester (3) Students may enrol in Summer Semester for a maximum of 6 (six) credit hours of course/research work. Student may enrol in summer only for repetition of courses and will not be allowed to take new course. (4) Students will be charged a full tuition fee for a maximum of four regular semesters (two academic years). Thereafter, a student will not be",chapter award master degree academic standard master student less business social science award master degree recommendation fbs constituent institution university award master degree student satisfy following condition completed prescribed credit hour per approval nust academic council programme b achieved minimum cgpa coursework minimum b grade thesis credit hour c completed prescribed credit hour chs course workbased programme minimum cgpa scheme study m fall spring semester regular semester student enrol minimum six maximum twelve credit fall spring semester student may enrol summer semester maximum six credit hour courseresearch work student may enrol summer repetition course allowed take new course student charged full tuition fee maximum four regular semester two academic year thereafter student
pg_p19_31,pg,19,"required to pay any tuition fee till completion of degree requirements. However, beyond the stipulated two years period, a student will be required to pay the prescribed course fee for deficient/improvement courses (if any). The fee during Summer Semester will be credit hours based. If a student completes the degree requirements within 30 days from commencement of the 4thsemester, a student has to pay a fee for three regular semesters only (i.e., Fall, Spring & Fall). (5) To complete the coursework, a student may take 2x relevant/adequate courses offered by other institutions of NUST. The relevancy/adequacy of the courses will be recommended by the parent HoD and Commandant/Principal/Dean. e. Coursework Based Degree in MS. MS students who cannot perform research due to various reasons can be considered for change from research-based to a coursework-based degree after getting approval from FBS. Student will be eligible to opt for coursework-based degree after completing their coursework with minimum 3 CGPA. Furthermore, they are ineligible for certificate of High Achiever in case of CGPA 4.0. NUST Postgraduate Student Handbook 16",required pay tuition fee till completion degree requirement however beyond stipulated two year period student required pay prescribed course fee deficientimprovement course fee summer semester credit hour based student completes degree requirement within day commencement student pay fee three regular semester ie fall spring fall complete coursework student may take relevantadequate course offered institution nust relevancyadequacy course recommended parent hod commandantprincipaldean e coursework based degree m m student perform research due various reason considered change researchbased courseworkbased degree getting approval fbs student eligible opt courseworkbased degree completing coursework minimum cgpa furthermore ineligible certificate high achiever case cgpa nust postgraduate student handbook
pg_p20_32,pg,20,2. Double Registration. The student may register for two-degree programmes at a time as per the NUST Policy. NUST will consider the following two modes: Degree -1 Degree -2 Bachelor/Master degree Bachelor/Master degree obtained obtained in Regular mode in in Regular mode in the Evening Mode 1 the Morning session in one session in a different university university. located in the same city. Bachelor/Master degree Bachelor/Master degree obtained obtained in Regular mode in Mode 2 in Regular mode in the Evening the Morning session in one session in the same university. university. 3. Academic Deficiencies. A student will be dropped from the MS programme if: a. CGPA remains below 2.00 in any semester; b. receives F/XF grade in more than two courses; c. CGPA remains below 3.00 after completion of the coursework even after availing the provision available for grade improvement (refer para 7b(2) of Chapter III of PG Handbook; d. a student who remains absent for more than 45 days without valid reasons but does not qualify for suspension of registration; e. attendance of the student remains below 75% in more than two courses (XF grade will be awarded in the course in which the student's attendance is below,double registration student may register twodegree programme time per nust policy nust consider following two mode degree degree bachelormaster degree bachelormaster degree obtained obtained regular mode regular mode evening mode morning session one session different university university located city bachelormaster degree bachelormaster degree obtained obtained regular mode mode regular mode evening morning session one session university university academic deficiency student dropped m programme cgpa remains semester b receives fxf grade two course c cgpa remains completion coursework even availing provision available grade improvement refer para chapter iii pg handbook student remains absent day without valid reason qualify suspension registration e attendance student remains two course xf grade awarded course student attendance
pg_p20_33,pg,20,"75%); f. on disciplinary grounds when recommended by the Discipline Committee of the institution and the Discipline Committee of NUST. 4. Suspension of Registration a. If a student remains absent for 30 or more consecutive days (including the research phase) without intimation or any valid reason, his/her admission/registration will be suspended. However, such students may resume the same programme subject to meeting the following conditions: (1) Have completed a minimum of one semester with a minimum required GPA. (2) Have been recommended by the respective institution. b. On re-admission, the student will pay the prescribed admission fee and 50% tuition fee for the period of absence. The rate of the fee will be as applicable to the student of the semester which s/he joins. NUST Postgraduate Student Handbook 17",f disciplinary ground recommended discipline committee institution discipline committee nust suspension registration student remains absent consecutive day including research phase without intimation valid reason hisher admissionregistration suspended however student may resume programme subject meeting following condition completed minimum one semester minimum required gpa recommended respective institution b readmission student pay prescribed admission fee tuition fee period absence rate fee applicable student semester join nust postgraduate student handbook
pg_p21_34,pg,21,"c. While considering the case for re-admission, it will be as certained by the respective institution that the student has sufficient time to complete the respective degree within the prescribed time limit, which will start from the date of original/first admission. d. No special classes/courses will be planned/ arranged for such cases, other than planned classes for repeat courses. e. After re-admission, studies of such students will be governed by the rules and regulations applicable to the entry s/he joins. f. Suspension of registration, on grounds of prolonged absence, will be granted only once in the programme in which the student was originally granted admission. 5. Probation a. Definition. A student is said to be on probation if s/he is deficient in academic standards and is allowed to continue studies. b. Policy. A student will be placed on probation under any of the following conditions: (1) If a student’s CGPA is less than 3.00 but greater than or equal to 2.00. (2) On disciplinary grounds when recommended by the respective discipline committee of the School. 6. Suspension a. Definition. “Suspension” means that a student is not allowed to continue regular academic activities for a specified time. b. Policy. FBS will",c considering case readmission certained respective institution student sufficient time complete respective degree within prescribed time limit start date originalfirst admission special classescourses planned arranged case planned class repeat course e readmission study student governed rule regulation applicable entry join f suspension registration ground prolonged absence granted programme student originally granted admission probation definition student said probation deficient academic standard allowed continue study b policy student placed probation following condition student cgpa less greater equal disciplinary ground recommended respective discipline committee school suspension definition suspension mean student allowed continue regular academic activity specified time b policy fbs
pg_p21_35,pg,21,recommend and qualify a suspension as under (as per latest policies of the University): (1) Suspension on disciplinary grounds. (2) Suspension on medical grounds. (3) Suspension on prolonged absence (including the research phase). (4) Suspension on reasons beyond student's control or authorized grounds / sanctioned leave from the competent authority. NUST Postgraduate Student Handbook 18,recommend qualify suspension per latest policy university suspension disciplinary ground suspension medical ground suspension prolonged absence including research phase suspension reason beyond student control authorized ground sanctioned leave competent authority nust postgraduate student handbook
pg_p22_36,pg,22,"7. Repetition of Course(s). A student may repeat a course under two circumstances, i.e., to clear an F/XF Grade or to improve current CGPA. The student is required to complete all formalities applicable to the repetition of a course, i.e., mid-semester examination/OHTs, project, assignments, quiz, etc., and End Semester Examination. The student transcript will show both the old and new earned grades, but the better grade will be used in the computation of CGPA. A student who repeats a course will not be eligible for top student honours/awards even if s/he improves it and comes in that bracket after repeating. The two circumstances under which a student may repeat a course are: a. Clearance of F/XF/W Grade. If a student receives an F/XF/W grade in a course, a student is required to repeat that course, whenever offered. b. Improvement of CGPA. A student may repeat a course at any stage in the MS programme to improve current CGPA subject to the following conditions: (1) The candidate should apply to the HoD for permission to repeat a course. HoD may permit a student to repeat a course subject to its offering and availability of necessary resources. (2) A student is allowed",repetition course student may repeat course two circumstance ie clear fxf grade improve current cgpa student required complete formality applicable repetition course ie midsemester examinationohts project assignment quiz etc end semester examination student transcript show old new earned grade better grade used computation cgpa student repeat course eligible top student honoursawards even improves come bracket repeating two circumstance student may repeat course clearance fxfw grade student receives fxfw grade course student required repeat course whenever offered b improvement cgpa student may repeat course stage m programme improve current cgpa subject following condition candidate apply hod permission repeat course hod may permit student repeat course subject offering availability necessary resource student allowed
pg_p22_37,pg,22,"to repeat a maximum of three courses for MS, four for MBA, and five for EMBA during the entire coursework apart from clearance of F/XF grade, if any. (3) The student shall not be allowed to improve CGPA after completion of the degree. c. Taking Alternative Elective Course. A student may take an alternative elective course for repetition with the approval of the Dean. The student's transcript shows both the old grade and the new earned grade, but the better grade will be used in the computation of CGPA. Students can take alternative elective course if the original course is not being offered. Alternative course taken will be countrd as repeated course. 8. Completion of the Degree a. The Degree Programme will be considered complete on fulfilling the following conditions: (1) On fulfilment of prescribed requirements of the degree. (2) The request of the student for the final transcript/award of degree. (3) Formal notification by the Controller of Examinations. b. The student is only allowed to improve grades before the conditions of para 8 (a) are fulfilled. 9. Deferment of Semester(s). A student may seek deferment from regular studies subject to the following conditions: NUST Postgraduate Student Handbook 19",repeat maximum three course m four mba five emba entire coursework apart clearance fxf grade student shall allowed improve cgpa completion degree c taking alternative elective course student may take alternative elective course repetition approval dean student transcript show old grade new earned grade better grade used computation cgpa student take alternative elective course original course offered alternative course taken countrd repeated course completion degree degree programme considered complete fulfilling following condition fulfilment prescribed requirement degree request student final transcriptaward degree formal notification controller examination b student allowed improve grade condition para fulfilled deferment semester student may seek deferment regular study subject following condition nust postgraduate student handbook
pg_p23_38,pg,23,"a. Deferment will generally be requested before the start of a semester. However, in exceptional cases, it may be requested latest by the 2ndweek of a semester. It will be endorsed by the FBS and processed for formal approval by the Director Postgraduate programmes. b. During the period of deferment, a student will be allowed to repeat courses already studied on payment of a prescribed fee for the repetition of courses but not permitted to study new courses. c. Students will pay a 25% tuition fee to maintain their own registration. d. The student has the requisite time available to complete the currently enrolled degree within the stipulated time. e. In case, a student opts to defer the first semester will have to pay a 50% tuition fee (non-adjustable/non-refundable). f. Students studying abroad under the student exchange programme will not be required to pay 25% of the tuition fee. 10. Research during Masters Programme. The procedure for thesis research is asunder: a. All students must successfully complete a minimum of 6 credits in a Master thesis, based on a highly individualized, investigative study that will make a significant contribution to knowledge. b. The subject of research must be agreed to",deferment generally requested start semester however exceptional case may requested latest semester endorsed fbs processed formal approval director postgraduate programme b period deferment student allowed repeat course already studied payment prescribed fee repetition course permitted study new course c student pay tuition fee maintain registration student requisite time available complete currently enrolled degree within stipulated time e case student opts defer first semester pay tuition fee nonadjustablenonrefundable f student studying abroad student exchange programme required pay tuition fee research master programme procedure thesis research asunder student must successfully complete minimum credit master thesis based highly individualized investigative study make significant contribution knowledge b subject research must agreed
pg_p23_39,pg,23,"by the student and the research Supervisor/Advisor (thesis advisor), in consultation with GEC, when required. The topics must be original and not plagiarized, and relevant to the needs of the country. c. A thesis is graded and counted towards the calculation of CGPA for all programmes. d. A student who cannot complete the thesis work in the assigned on-campus time may continue to do so at own arrangements to complete the thesis work within the maximum allowed time. e. The students desirous of continuing their research after the on-campus time are required to maintain their registration with the University and accordingly pay the registration fee as per the policy. f. A student can start research work after completion of 9 (nine) credit hours of coursework provided the student’s CGPA is ≥ 3.0. The thesis defence will only be allowed once the student has attained a CGPA of ≥ 3.0 in coursework. NUST Postgraduate Student Handbook 20",student research supervisoradvisor thesis advisor consultation gec required topic must original plagiarized relevant need country c thesis graded counted towards calculation cgpa programme student complete thesis work assigned oncampus time may continue arrangement complete thesis work within maximum allowed time e student desirous continuing research oncampus time required maintain registration university accordingly pay registration fee per policy f student start research work completion nine credit hour coursework provided student cgpa thesis defence allowed student attained cgpa coursework nust postgraduate student handbook
